year,field,total_checked,had_data,pct_available
2002,boxscore,2461,2461,100.0
2002,draft,1,1,100.0
2002,linescore,2461,2461,100.0
2002,playbyplay,2461,2461,100.0
2002,roster,30,30,100.0
2002,standings_splits,1,1,100.0
2002,transactions,1,1,100.0
2002,winprobability,2461,2461,100.0
