year,field,total_checked,had_data,pct_available
2003,boxscore,2469,2469,100.0
2003,draft,1,1,100.0
2003,linescore,2469,2469,100.0
2003,playbyplay,2469,2469,100.0
2003,roster,30,30,100.0
2003,standings_splits,1,1,100.0
2003,transactions,1,1,100.0
2003,winprobability,2469,2469,100.0
