year,field,total_checked,had_data,pct_available
1997,boxscore,2302,2302,100.0
1997,draft,1,1,100.0
1997,linescore,2302,2302,100.0
1997,playbyplay,2302,2302,100.0
1997,roster,30,28,93.3
1997,standings_splits,1,1,100.0
1997,transactions,1,1,100.0
1997,winprobability,2302,2302,100.0
