year,field,total_checked,had_data,pct_available
1999,boxscore,2461,2461,100.0
1999,draft,1,1,100.0
1999,linescore,2461,2461,100.0
1999,playbyplay,2461,2461,100.0
1999,roster,30,30,100.0
1999,standings_splits,1,1,100.0
1999,transactions,1,1,100.0
1999,winprobability,2461,2461,100.0
